"year","title","artists","All artist","main_artist","genius_url","lyrics","number_of_words"
2021,"Famous Friends","Chris Young","Kane Brown","Chris Young","https://genius.com/Chris-young-and-kane-brown-famous-friends-lyrics","My buddy Brandon holds the recordFor single-season touchdown throws And good ol' Johnny, he's the life of every party It's like Cheers, they know him everywhere he goes I've got some famous friends you've probably never heard of But back in Rutherford County, our crowd is second to none You might not know 'em here in this big city we're in But when I go back home, I've got some famous friends Yeah, I do My buddy Jason, he's the sheriff He'll flash his lights, but lеt me go My boy Randy, he's a preachеr My girl Megan, she's been teacher of the year I swear for five years in a row I've got some famous friends you've probably never heard of But back in Hamilton County, our crowd is second to none You might not know 'em here in this big city we're inBut when I go back home, I've got some famous friends Yeah, I do I got friends in high places, on these small town roads 'Cause 'round here, it's all about the people that you know And I've got some famous friends you've probably never heard of But back in Davidson County, our crowd is second to none You might not know 'em here in this big city we're in But when I go back home, I've got some famous friends Yeah, I do (Ooh) Yeah, I do Might not know 'em here in this big city we're in But when I go back home, I've got some famous friends, yeah I've got some famous friends (I've got some famous friends) Yeah",269
2021,"The Good Ones","Gabby Barrett",NA,"Gabby Barrett","https://genius.com/Gabby-barrett-the-good-ones-lyrics","He's a phone call to his parents He's a Bible by the bed He's the T-shirt that I'm wearing He's the song stuck in my head He's solid and he's steadyLike the Allegheny runs He knows just where he's going And he's proud of where he's from One of the good ones He's one of the good ones A love me like he should one Like he wrote the book one The kind you find when you don't even look one Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones You'll know him when you see him By the way he looks at me You'd say he hung the moon I'd say he hung the galaxy Nobody does it better Oh, the way he pulls me in I've known a couple bad ones But they all led me to him He's one of the good ones A love me like he should one Like he wrote the book one The kind you find when you don't even look one Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones We should all find us one They're out there, minus one Some of the good ones Yeah, I got a good one A love me like he should one Like he wrote the book one The kind you find when you don't even look Anybody can be good once But he's good all the time He's one of the good ones And he's all mine He's one of the good ones And he's all mine",290
2021,"Buy Dirt","Jordan Davis","Luke Bryan","Jordan Davis","https://genius.com/Jordan-davis-buy-dirt-lyrics","Few days before he turned 80He was sitting out back in a rocker He said ""What you been up to lately?"" I told him chasing a dollarAnd in between sips of coffeeHe poured this wisdom outSaid ""If you want my two cents on making a dollar count Buy dirt Find the one you can't live withoutGet a ring, let your knee hit the ground Do what you love but call it work And throw a little money in the plate at church Send your prayers up and your roots down deep Add a few limbs to your family tree And watch their pencils marks, and the grass in the yard All grow up 'Cause the truth about it is it all goes by real quick You can't buy happinessBut you can buy dirt"" Before you get caught on that ladder Let me tell you what it's all about Find you a few things that matter That you can put a fence around And then he laid it out Buy dirt Find the one you can't live without Get a ring, let your knee hit the ground Do what you love but call it work And throw a little money in the plate at church Send you prayers up and your roots down deep And add a few limbs to your family tree And watch their pencils marks, and the grass in the yard All grow up 'Cause the truth about it is it all goes by real quick You can't buy happiness But you can buy dirt You can buy dirt And thank the good Lord for it 'Cause He ain't makin' any more of it So buy dirtFind the one you can't live without Get a ring, let your knee hit the groundDo what you love but call it workAnd throw a little money in the plate at churchSend your prayers up and your roots down deepAdd a few limbs to your family treeAnd watch their pencils marks, and the grass in the yardAll grow up'Cause the truth about it is it all goes by real quickYou can't buy happinessBut you can buy dirt",355
2020,"More Than My Hometown","Morgan Wallen",NA,"Morgan Wallen","https://genius.com/Morgan-wallen-more-than-my-hometown-lyrics","Girl, our mamas are best friends and so are we The whole town's rooting for us like the home team Most likely to settle downPlant a few roots real deep and let 'em grow But we can't stop this real world from spinnin' us Your bright lights called, I don't blame you for pickin' up Your big dream bags are all packed up and ready to go But I just need you to know That I love you more than a California sunset More than a beer when you ain't twenty-one yet More than a Sunday morning LordTurnin' some poor lost souls 'round, and Hallelujah bound Yeah, I love you more than the feeling when the bass hits the hook When the guy gets the girl at the end of the book But, baby, this might be the last time I get to lay you down 'Cause I can't love you more than my hometown I ain't the runaway kind, I can't change that My heart's stuck in these streets like the train tracks City sky ain't the same blackAin't that a map dot shame, man, to think that I love you more than a California sunset More than a beer when you ain't twenty-one yet More than a Sunday morning Lord Turnin' some poor lost souls around, and Hallelujah bound Yeah, I love you more than the feeling when the bass hits the hook When the guy gets the girl at the end of the book But, baby, this might be the last time I get to lay you down 'Cause I can't love you more than my hometown Yeah, you got a wild in your eyes that I just wasn't born with I'm a same gas station cup of coffee in the mornin' I need a house on the hill, girl, not in 'em So hang onto these words 'til them avenues help you forget 'em 'Cause I love you more than a California sunset I love you more in a twenty-dollar sundress Hate that loaded down car you got your keys in Girl, but I hate even more that you're leavin' 'Cause I love you more than the feeling when the bass hits the hook When the guy gets the girl at the end of the bookBut that ain't you and me so I guess I'll see you around'Cause I can't love you more than my hometown Love you more than my hometown Love you more than my hometown Love you more, baby, love you more",422
2020,"The Bones","Maren Morris",NA,"Maren Morris","https://genius.com/Maren-morris-the-bones-lyrics","We're in the homestretch of the hard times We took a hard left, but we're alright Yeah, life sure can try to put love through it, but We built this right, so nothing's ever gonna move it When the bones are good, the rest don't matter Yeah,the paint could peel, the glass could shatter Let it rain 'cause you and I remain the same Whenthere ain't a crack in the foundation Baby, I know any storm we're facing Will blow right over while we stay put The house don't fall when the bones are good Call it dumb luck, but baby, you and I Can't even mess it up, yeah, though we both tried No, it don't always go the way we planned it But the wolves came and went and we're still standing When the bones are good, the rest don't matter Yeah, the paint could peel, the glass could shatter Let it rain 'cause you and I remain the same When there ain't a crack in the foundation Baby, I know any storm we're facing Will blow right over while we stay put The house don't fall when the bones are good When the bones are good Bones are good, the rest, the rest don't matter (Baby, it don't really matter) Paint could peel, the glass, the glass could shatter (Oh, the glass, oh, the glass could shatter) Bones are good, the rest, the rest don't matter (Ooh) Paint could peel, the glass, the glass could shatter (Yeah) When the bones are good, the rest don't matter Yeah, the paint could peel, the glass could shatter Let it rain (Let it rain, let it rain) 'Cause you and I remain the same (Woo) When there ain't a crack in the foundation (Woo) Baby, I know any storm we're facing Will blow right over while we stay put The house don't fall when the bones are good Yeah, ooh",321
2020,"10,000 Hours","Dan + Shay","Justin Bieber","Dan + Shay","https://genius.com/Dan-shay-and-justin-bieber-10000-hours-lyrics","Do you love the rain, does it make you dance When you're drunk with your friends at a party? What's your favorite song, does it make you smile? Do you think of me? When you close your eyes, tell me, what are you dreamin'? Everything, I wanna know it all I'd spend ten thousand hours and ten thousand moreOh, if that's what it takes to learn that sweet heart of yours And I might never get there, but I'm gonna try If it's ten thousand hours or the rest of my life I'm gonna love you (Ooh, ooh-ooh, ooh, ooh) Do you miss the road that you grew up on? Did you get your middle name from your grandma? When you think about your forever now, do you think of me? When you close your eyes, tell me, what are you dreamin'? Everything, I wanna know it all I'd spend ten thousand hours and ten thousand moreOh, if that's what it takes to learn that sweet heart of yours And I might never get there, but I'm gonna try If it's ten thousand hours or the rest of my life I'm gonna love you (Ooh, ooh-ooh, ooh, ooh) I'm gonna love you (Ooh, ooh-ooh, ooh, ooh) Ooh, want the good and the bad and everything in between Ooh, gotta cure my curiosity Ooh, yeah I'd spend ten thousand hours and ten thousand moreOh, if that's what it takes to learn that sweet heart of yours (Sweet heart of yours) And I might never get there, but I'm gonna try (Yeah) If it's ten thousand hours or the rest of my life I'm gonna love you (Ooh, ooh-ooh, ooh, ooh) I'm gonna love you (Ooh, ooh-ooh, ooh, ooh) Yeah And I... Do you love the rain, does it make you dance? I'm gonna love you (I'm gonna love you) I'm gonna love you",317
2020,"One Margarita","Luke Bryan",NA,"Luke Bryan","https://genius.com/Luke-bryan-one-margarita-lyrics","Everybody here ain't from here But we're here doin' our thing Lettin' go a little, little by little Sippin' on a frozen drink Tiki bars tik'n, pourin' all weekend Clouds ain't leakin' no rain Two pieces shakin', white caps a-breakin' We ain't feelin' no pain, it goes like One margarita, two margarita, three margarita, shot Don't worry 'bout tomorrow, leave all your sorrow out here on the floatin' dock When that sun lays down, we'll be on our way One more barefoot round, one more last chance to say ""Hey, señorita, don't you think we need a salt and a Buffett song?"" One margarita, two margarita, three margarita, we'll be gone Ice blue skies, shades on the eyes To tuck the bloodshot away Hair of the dog, shouldn't take long But who cares, we got all day Palm trees a-leanin', sunburn screamin' But we'll all be alright, after One margarita, two margarita, three margarita, shot Don't worry 'bout tomorrow, leave all your sorrow out here on the floatin' dock When that sun lays down, we'll be on our way One more barefoot round, one more last chance to say ""Hey, señorita, don't you think we need a salt and a Marley song?"" One margarita, two margarita, three margarita, we'll be gone We'll be gone Tiki bars tik'n, pourin' all weekend Clouds ain't leakin' no rain Two pieces shakin', white caps a-breakin' We ain't feelin' no pain, feelin' no pain It goes like One margarita, two margarita, three margarita, shot Don't worry 'bout tomorrow, leave all your sorrow out here on the floatin' dock When that sun lays down, we'll be on our way One more barefoot round, one more last chance to say ""Hey, señorita, don't you think we need a salt and a Chesney song?"" One margarita, two margarita, three margarita, we'll be gone We'll be gone We'll be gone",317
2020,"Good Time","Nika Moon",NA,"Nika Moon","https://genius.com/Niko-moon-good-time-lyrics","We just tryna catch a good time Even if it takes all night Pass that bottle 'round the campfire Sippin' apple pie moonshine Yeah, we pickin' on them guitars just right Everybody singin' ""Dixieland Delight"" Like a bobber on a wet line We just tryna catch a good time Eighty degrees and the sun ain't even out We got a spot a couple miles outta town When that moon comes up, you know what's goin' down We got them foldin' chairs leanin' way back No other plans other than relax We ain't worried 'bout tomorrow from where we at We just tryna catch a good time Even if it takes all night Pass that bottle 'round the campfire Sippin' apple pie moonshine Yeah, we pickin' on them guitars just right Everybody singing ""Dixieland Delight"" Like a bobber on a wet line We just tryna catch a good time Way down here, we all got that Southern drawl Take our time when we talkin', ""Hey Y'all"" Yeah, it don't take much for us to have it all (That's right) Something 'bout a night this clear Makes your problems disappear We just gonna stay right here and let the world go by We just tryna catch a good time Even if it takes all night Pass that bottle 'round the campfire Sippin' apple pie moonshine Yeah, we pickin' on them guitars just right Everybody singing ""Dixieland Delight"" Like a bobber on a wet line We just tryna catch a good time Something 'bout a night this clear Makes your problems disappear So we just gonna stay right here and let the world go by We just tryna catch a good time Even if it takes all night, al night Pass that bottle 'round the campfire Sippin' apple pie moonshine, sippin' apple pie moonshine Yeah, we pickin' on them guitars just right Everybody singing ""Dixieland Delight"" Like a bobber on a wet line We just tryna catch a good time Tryna catch a good time (Good time) Good time Tryna catch a good time Good time Yeah, we try to catch a good time (Good time) Good time (Good time) Tryna catch a good time (Good time, baby) Good time Aw, I think I got a bite",374
2020,"Chasin' You","Morgan Wallen",NA,"Morgan Wallen","https://genius.com/Morgan-wallen-chasin-you-lyrics","We used to chase that Chattanooga freight Couple of kids in a Chevrolet Catch a little air when we cross the tracks Sipping on something from a paper sack You hang your shirt on that maple limb Slipping through the moon to the river bendWasn't very long I was jumping in, jumping inI guess I'm still doing now what I was doing then Chasin' you like a shot of whiskeyBurning going down, burning going down Chasin' you like those goodbye tail lights Headed west to anywhere out of this nowhere town Chasin' that freedom, chasing' that feeling that got gone too soon Chasin' that you and me, I only see in my rearview Yeah, I'm laying here tonight holding someone new Still chasin' you, still chasin' you You always used to talk about LAI heard you got as far as Santa Fe Well you know I tried to track you downI only got as far as Guitar Town Singing abouta girl I used to know, used to know Well you should know thatI haven't given upI'm just on your radio Chasin' you like a shot of whiskey Burning going down, burning going down Chasin' you like those goodbye tail lights Headed west to anywhere out of this nowhere town Chasin' that freedom, chasin' that feeling that got gone too soon Chasin' that you and me, I only see in my rearview Yeah, I'm laying here tonight holding someone new Still chasin' you, still chasin' you Chasin' you like a shot of whiskey Burning going down, burning going down Chasin' you like those goodbye tail lights Headed west to anywhere out of this nowhere town Chasin' that freedom, chasin' that feeling that got gone too soon Chasin' that you and me, I only see in my rearview Yeah, I'm laying here tonight holding someone new Still chasin' you, still chasin' you Still chasin' you, still chasin' you",316
2020,"Nobody But You","Blake Shelton","Gwen Stefani","Blake Shelton","https://genius.com/Blake-shelton-nobody-but-you-lyrics","Don't have to leave this town to see the world 'Cause it's something that I gotta do I don't wanna look back in 30 years And wonder who you're married to Wanna say it now, wanna make it clear For only you and God to hear When you love someone, they say you set 'em free But that ain't gonna work for me I don't wanna live without you I don't wanna even breathe I don't wanna dream about you Wanna wake up with you next to me I don't wanna go down any other road now I don't wanna love nobody but you Lookin' in your eyes now, if I had to die now I don't wanna love nobody but you You All the wasted days, all the wasted nights I blame it all on being young Got no regrets 'cause it got me here But I don't wanna waste another one I been thinkin' about what I want in my life It begins and ends the same If I had to choose what I couldn't lose There'd only be one thing I don't wanna live without you I don't wanna even breathe I don't wanna dream about you Wanna wake up with you next to me I don't wanna go down any other road now I don't wanna love nobody but you Lookin' in your eyes now, if I had to die now I don't wanna love nobody but you You I don't wanna love nobody but you (You) I wanna say it now, wanna make it clear For only you and God to hear I don't wanna live without you I don't wanna even breathe I don't wanna dream about you Wanna wake up with you next to me (Next to me) I don't wanna go down any other road now I don't wanna love nobody but you (I don't wanna love nobody) Lookin' in your eyes now, if I had to die now I don't wanna love nobody but you You I don't wanna love nobody but you (You) I don't wanna love nobody but you",350
2020,"I Hope You're Happy Now","Carly Pearce","Lee Brice","Carly Pearce","https://genius.com/Carly-pearce-i-hope-youre-happy-now-lyrics","It's all on me, it's my mistake I said I don't love you a little too late But I guess there ain't ever a right time AndI don't know why it's called a goodbye Go run my name into the ground Tell everyone you know just how How I slammed the door on our forever But I promise you it's for the better I hope you find what you were lookin' for I hope your heart ain't hurtin' anymore And you get movin' on,all figured out And you don't hate me somehow 'Cause I hope you're happy now Who knew this heart could break this hard Or a love like ours could fall apart Without so much as a warnin' I thought that I was what you wanted Well, I guess you found what you were lookin' for I guess my heart ain't worth it anymore I'm a wreck, I'm a mess And I ain't got nothin' left And so I hope you're happy now I hope you find what you were lookin' for I guess my heart ain't worth it anymore Hope you get movin' on, all figured out And you don't hate me somehow I'm a wreck, I'm a mess And I ain't got nothin' left So I hope you're happy now Happy now Oh, I hope you're happy now Mm",224
2020,"Hard to Forget","Sam Hunt",NA,"Sam Hunt","https://genius.com/Sam-hunt-hard-to-forget-lyrics","There stands the glass That will ease all my pain That will settle my brain It's my first one today There stands the glass That-that will ease all my pain That-that will settle my brain It's-it's my first one today Ayy I saw your sister at work I saw your mama at church I'm pretty sure I saw your car at the mall I see your face in the clouds I smell your perfume in crowds I swear your number's all my phone wants to call It's kinda funny how I can't seem To get away from you It's almost like you don't want me to You've got a cold heart and the cold hard truth I got a bottle of whiskey, but I got no proofThat you showed up tonightIn that dress just to mess with my head So much for so long Out of sight, out of mind Girl, you're lookin' so good It's drivin' me out of mine Oh, you're breakin' my heart Baby, you're playin' hard to forget Told me to leave all your things Out on the porch, on the swing You'd come and grab 'em by the end of the week Well, it's just some jeans and a shirt But it's a whole lot of hurt I think I know why you've been dragging your feet Ain't it funny how I can't seem To get away from you? It's almost like you don't want me to You've got a cold heart and the cold hard truth I got a bottle of whiskey, but I got no proof That you showed up tonight In that dress just to mess with my head So much for so long Out of sight, out of mind Girl, you're lookin' so good It's drivin' me out of mine Oh, you're breakin' my heart Baby, you're playin' hard to forget There stands the glass That-that will ease all my pain That-that will settle my brain It's-it's my first one today You've got a cold heart and the cold hard truth I got a bottle of whiskey, but I got no proof That you showed up tonight In that dress just to mess with my head So much for so long Out of sight, out of mind Girl, you're lookin' so good It's drivin' me out of mine Oh, you're breakin' my heart Baby, you're playin' hard to forget Oh honey, I'm fallin' apart And you're playin' hard to forget",415
2019,"Whiskey Glasses","Morgan Wallen",NA,"Morgan Wallen","https://genius.com/Morgan-wallen-whiskey-glasses-lyrics","Bartender hittin' me again Don't wanna think about her Or wear a ring without her Don't wanna hit the karaoke bar Can't sing without her So make them drinks strong 'Cause brother she's gone And if I'm ever gonna move on I'ma need some whiskey glasses 'Cause I don't wanna see the truth She's probably making out on the couch right now With someone new Yeah, I'ma need some whiskey glasses If I'm gonna make it through If I'ma be single I'ma need a double shot of that heartbreak proof And see the world through whiskey glasses (Ain't nothing else to do, but sip around the truth) Oh, see the world through whiskey glasses (I need a better view, where I don't drink to you) Line 'em up, line 'em up, line 'em up, line 'em upKnock 'em back, knock 'em back, knock 'em back, knock 'em backFill 'em up, fill 'em up, fill 'em up, fill 'em up'Cause if she ain't ever coming back Line 'em up, line 'em up, line 'em up, line 'em up Knock 'em back, knock 'em back, knock 'em back, knock 'em back Fill 'em up, fill 'em up, fill 'em up, fill 'em up 'Cause if she ain't ever coming back I'ma need some whiskey glasses 'Cause I don't wanna see the truth She's probably making out on the couch right now With someone new Yeah, I'ma need some whiskey glasses If I'm gonna make it through If I'ma be single I'ma need a double shot of that heartbreak proof And see the world through whiskey glasses (Ain't nothing else to do, but sip around the truth) Oh, see the world through whiskey glasses (I need a better view, where I don't drink to you) Yeah (Ain't nothing else to do, but sip around the truth) And see the world through whiskey glasses (I need a better view, where I don't drink to you) Yeah",322
2019,"Speechless","Dan + Shay",NA,"Dan + Shay","https://genius.com/Dan-shay-speechless-lyrics","You say you'll be down in five The smell of your perfume is floating down the stairs You're fixing up your hair like you do I know that I'll be a mess The second that I see you You won't be surprised It happens every time It's nothin' new It's always on a night like tonight I thank God you can read my mind 'Cause when you look at me with those eyes I'm speechless Starin' at you standin' there in that dress What it's doin' to me ain't a secret 'Cause watching you is all that I can do And I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless It started when you said hello Just did something to me And I've been in a daze Ever since the day that we met You take the breath out of my lungs Can't even fight it And all of the words, out of my mouth without even tryin' And I'm speechless Starin' at you standin' there in that dress What it's doin' to me ain't a secret 'Cause watching you is all that I can do And I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless Yeah, baby, mmm It's always on a night like tonight I thank God you can read my mind 'Cause when you look at me with those eyes I'm speechless You standin' there in that dress Girl, it ain't a secret 'Cause watchin' you is all that I can do Oh, I'm speechless You already know that you're my weakness After all this time I'm just as nervous Every time you walk into the room I'm speechless Oh, you know it, baby Mmm",312
2019,"God's Country","Blake Shelton",NA,"Blake Shelton","https://genius.com/Blake-shelton-gods-country-lyrics","Right outside of this one church town There's a gold dirt road to a whole lot of nothin' Got a deed to the land, but it ain't my ground This isGod's country We pray for rain, and thank Him when it's fallen'Cause it brings the grain and a little bit of moneyWe put it back in the plate I guess that's why they call it God's country I saw the light in a sunrise Sittin' back in a 40 on the muddy riverside Gettin' baptized in holy water and 'shine with the dogs runnin' Saved by the sound of the been found Dixie whistled in the wind, that'll get you Heaven bound The Devil went down to Georgia but he didn't stick around This is God's country We turn the dirt and work until the week's done We take a break and break bread on Sunday Then do it all again 'Cause we're proud to be from God's country (Yeah) I saw the light in a sunrise Sittin' back in a 40 on the muddy riverside Gettin' baptized in holy water and 'shine with the dogs runnin' Saved by the sound of the been found Dixie whistled in the wind, that'll get you Heaven bound The Devil went down to Georgia but he didn't stick around This is God's country (This is God's country) God's country I don't care what my headstone reads Or what kind of pinewood box I end up in When it's my time, lay me six feet deep In God's country (Yeah) I saw the light in a sunrise Sittin' back in a 40 on the muddy riverside Gettin' baptized in holy water and 'shine with the dogs runnin' Saved by the sound of the been found Dixie whistled in the wind, that'll get you Heaven bound The Devil went down to Georgia but he didn't stick around This is God's country (God's country, I saw the light) Yeah, I saw the light in a sunrise Sittin' back in a 40 on the muddy riverside Gettin' baptized in holy water and 'shine with the dogs runnin' (Yeah) Saved by the sound of the been found Dixie whistled in the wind, that'll get you Heaven bound The Devil went down to Georgia but he didn't stick around This is God's country",384
2019,"Beer Never Broke My Heart","Luke Combs",NA,"Luke Combs","https://genius.com/Luke-combs-beer-never-broke-my-heart-lyrics","I've had a largemouth bass bust my line A couple beautiful girls tell me goodbye Trucks break down, dogs run off Politicians lie, been fired by the boss It takes one handTo count the things I can count on No, there ain't much, man That ain't never let me down Longneck ice-cold beer never broke my heart Like diamond rings and football teams have torn this boy apart Like a neon dream, it just dawned on me that bars and this guitarAnd longneck ice-cold beer never broke my heart She was a Carolina blue jean baby Fire in her eyes that drove me crazy It was red taillights when she left town If I didn't know then, I sure know now But longneck ice-cold beer never broke my heart Like diamond rings and football teams have torn this boy apart Like a neon dream, it just dawned on me that bars and this guitar And longneck ice-cold beer never broke my heart, yeah Well, it takes one hand To count the things I can count on But I got one hand That's grippin' down on a cold one 'Cause longneck ice-cold beer never broke my heart Like diamond rings and football teams have torn this boy apart Like a neon dream, it just dawned on me, that bars, and this guitar And longneck ice-cold beer never broke my heart, no It never broke my heart",241
2019,"Beautiful Crazy","Luke Combs",NA,"Luke Combs","https://genius.com/Luke-combs-beautiful-crazy-lyrics","Her day starts with a coffee and ends with a wine Takes forever getting ready so she's never on time for anything When she gets that ""come get me"" look in her eyesWell, it kinda scares me,the way that she drivesme wild When she drives me wild Beautiful, crazy, she can't help but amaze me The way that she dances, ain't afraid to take chances And wears her heart on her sleeve Yeah, she's crazy but her crazy's beautiful to me She makes plans for the weekend, can't wait to go out Till she changes her mind Says, ""Let's stay on the couch and watch TV"" And she falls asleep Beautiful, crazy, she can't help but amaze me The way that she dances, ain't afraid to take chances And wears her heart on her sleeve Yeah, she's crazy but her crazy's beautiful to me She's unpredictable, unforgettable It's unusual, unbelievable How I'm such a fool, yeah, I'm such a fool for her Beautiful, crazy, she can't help but amaze me The way that she dances, ain't afraid to take chances And wears her heart on her sleeve Yeah, she's crazy, she's crazy, she's crazy But her crazy's beautiful to me Her crazy's beautiful to me",206
2019,"All to Myself","Dan + Shay",NA,"Dan + Shay","https://genius.com/Dan-shay-all-to-myself-lyrics","I'm jealous of the blue jeans that you're wearing And the way they're holding you so tight I'm jealous of the moon that keeps on staring So lock the door and turn out the night I want you all to myself We don't need anyone else Let our bodies do the talking Let our shadows paint the wall I want you here in my arms We'll hide away in the dark Slip your hand in my back pocket Go and let your long hair fall I want you all to myself To myself I'm jealous of the song that you've been singing And the way it's rolling off your lips It might be selfish but I'm thinking I don't need nothing between you Leaning for another kiss, yeah I want you all to myself We don't need anyone else Let our bodies do the talking Let our shadows paint the wall I want you here in my arms We'll hide away in the dark Slip your hand in my back pocket Go and let your long hair fall I want you all, all, all to myself To myself, yeah Girl, I want you in the worst way Yeah, I want you in the worst way (Mmmm) I want you all to myself We don't need anyone else (No one else, baby) Let our bodies do the talking Let our shadows paint the wall (Paint the wall) I want you here in my arms We'll hide away in the dark (Hide away in the dark) Slip your hand in my back pocket Go and let your long hair fall I want you all, all, all to myself To myself I want you all, all, all to myself To myself, yeah",289
2019,"Rumor","Lee Brice",NA,"Lee Brice","https://genius.com/Lee-brice-rumor-lyrics","Girl you know I've known you forever How many nights we hung out together Same little crowd, little bar, little town Round this old dance floor My boys are laughing and tap me on the shoulder Making a motion like ""'Could y'all get any closer?"" They wanna know what's up why I'm still holding ya Even when the song is over There's a rumor going round about me and you Stirring up our little town the last week or two So tell me why we even trying to deny this feeling I feel it, don't you feel it too? There's a rumor going round, and round, and round What d'you say we make it true? We make it true Oh, we make it true Well I can shut 'em down, tell them all they're crazy I can do whatever you want me to do, baby Or you could lay one on me right now We could really give them something to talk about There's a rumor going round about me and you Stirring up our little town the last week or two So tell me why we even trying to deny this feeling I feel it, don't you feel it too? There's a rumor going round, and round, and round What d'you say we make it true, baby? Oh be honest girl now Do you want to do this or not? Should we keep them talking, girl Or should we just make them stop? There's a rumor going round about me and you Stirring up our little town the last week or two So tell me why we even trying to deny this feeling I feel it, and you feel it too There's a rumor going round, and round, and round Whatd'you say we make it- Make it true? Whatd'you say we make it true? Come on over here Let's really give them something to talk about, baby There's a rumor going round",323
2019,"The Git Up","Blanco Brown",NA,"Blanco Brown","https://genius.com/Blanco-brown-the-git-up-lyrics","Right nowI just need you to get real looseGet comfortableGrab your loved ones or grab your love, partnerAnd if you're by yourself, no worriesJust follow after me Go'n and do the two-step, then cowboy boogie Grab your sweetheart and spin out with 'emDo the hoedown and get into it (Woo-hoo-hoo)Take it to the left now and dip with itGo'n throw down, take a sip with itNow lean back, put your hips in it (Woo-hoo-hoo)Let's have some fun To the left, to the left now (To the left, to the left)To the right, to the right (To the right)Now take your left hand and (Uh)Put it on your side (Put it on your side)Go'n roll your shoulders (Roll your shoulders)Do the slip and slide (Do the slip and slide) This next part's my favorite part, uh'Cause it's time to shine Go'n and do the two-step, then cowboy boogie Grab your sweetheart and spin out with 'emDo the hoedown and get into it (Woo-hoo-hoo)Take it to the left now and dip with itGo'n throw down, take a sip with itNow lean back, put your hips in it (Woo-hoo-hoo)It's simple, you can do it Slide to the left (Left), slide to the right (Right)Now cool down (Hoo), have a good time (Yeah)Slide to the left (Left), slide to the right (Right)Do the butterfly (Oh), have a good time'Round, 'round, 'round and 'round you goIt's time to show out right now and take to the floor Go'n and do the two-step, then cowboy boogie Grab your sweetheart and spin out with 'emDo the hoedown and get into it (Woo-hoo-hoo)Take it to the left now and dip with itGo'n throw down, take a sip with itNow lean back, put your hips in it (Woo-hoo-hoo) (To the left) Take it down now, take it, take it down now Take it down now, take it, take it down now (To the right) Bring it up now, bring it, bring it up now Bring it up now, bring it, bring it up now (To the front) Take it down and crisscross Bring it up, now crisscross (To the back) Do whatever you like right here (Get down) Just have fun Go'n and do the two-step, then cowboy boogie Grab your sweetheart and spin out with 'emDo the hoedown and get into it (Woo-hoo-hoo)Take it to the left now and dip with itGo'n throw down, take a sip with itNow lean back, put your hips in it (Woo-hoo-hoo), uh That was not so bad, that was, that, that was not so bad, was it?That was not so bad, that, that, that was not so bad, was it?That was not so bad, that was, that, that was not so bad, was it?That was not so bad, that, that, that was not so bad, was it? Go'n and do the two-step, then cowboy boogie Grab your sweetheart and spin out with 'emDo the hoedown and get into it (Woo-hoo-hoo)Take it to the left now and dip with itGo'n throw down, take a sip with itNow lean back, put your hips in it (Woo-hoo-hoo)",555
2018,"Meant To Be","Bebe Rexhan","Florida Georgia Line","Bebe Rexhan","https://genius.com/Bebe-rexha-and-florida-georgia-line-meant-to-be-lyrics","Baby, lay on back and relax Kick your pretty feet up on my dash No need to go nowhere fast Let's enjoy right here where we at Who knows where this road is supposed to lead? We got nothing but time As long as you're right here next to me Everything's gonna be all right If it's meant to be, it'll be, it'll be Baby, just let it be If it's meant to be, it'll be, it'll be Baby, just let it be So won't you ride with me, ride with me? See where this thing goes If it's meant to be, it'll be, it'll be Baby, if it's meant to be I don't mean to be so uptightBut my heart's been hurt a couple timesBy a couple guys that didn't treat me right I ain't gon' lie, ain't gon' lie 'Cause I'm tired of the fake love Show me what you're made of Boy, make me believe Woah, hold up, girl, don't you know you're beautiful? And it's easy to see If it's meant to be, it'll be, it'll be Baby, just let it be If it's meant to be, it'll be, it'll be Baby, just let it be So won't you ride with me, ride with me? See where this thing goes If it's meant to be, it'll be, it'll be Baby, if it's meant to be So c'mon, ride with me, ride with me See where this thing goes So c'mon, ride with me, ride with me Baby, if it's meant to be Maybe we do Maybe we don't Maybe we will Maybe we won't But if it's meant to be, it'll be, it'll be Baby, just let it be (Sing it, Bebe) If it's meant to be, it'll be, it'll be (C'mon) Baby, just let it be (Let's go) So won't you ride with me, ride with me? See where this thing goes (Come for a ride, baby) If it's meant to be, it'll be, it'll be Baby, if it's meant to be (Yeah) If it's meant to be, it'll be, it'll be Baby, if it's meant to be If it's meant to be, it'll be, it'll be Baby, if it's meant to beHmm",368
