"year","title","artist","main_artist","lyrics","title_repeats","line_repeat_score","word_repeat_score"
2025,"4x4","Travis Scott","Travis Scott","[Intro]
Yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah-yeah, yeah-yeah-yeah-yeah-yeah-yeah(Four-by–)
[Chorus]
Four-by-four,I tint my windows up(Windows up), yeah
Damn, lil' bro, he did it,one-and-done(One-and–, one-and-done), yeah
Out my closet, that shit none-of-none (None-of-none), yeah
That's a vibe, that's a one-of-one (Vibe), yeah
Fill her tongue (Tongue), yeah, make you numb, can you run? Can you come?
Girl, fuck the sun, find the moon, find somе fun (Fun)
Yeah, hella fumes in thе room,one-of-none (One), yeah, yeah, yeah
[Verse 1]
Like a pro Not a rook', bend your back, touch your toes (Yeah)
Hit a batch, take the sack, can you roll?(Yeah)
You my Xanax, I relax, take control (Ooh)
Rio get 'em back, they too close (They too close)
Ain't no watchin' me, no in the scope (In the scope)
Fix your energy, your inner soul (Inner soul)
Do you love me? Man, I need to know(Need to know, need to, need to, need)
[Chorus]
Four-by-four, I tint my windows up (Need to), yeah
Damn, lil' bro, he did it,one-and-done(One-and–, one-and-), yeah
Out my closet, that shit none-of-none (None-of-none), yeah
That's a vibe, that's a one-of-one (One-of-), yeah
Fill her tongue, yeah, make you numb, can you run? Can you come? (Need to)
Yeah, fuck the sun, find the moon, find some fun (Find some, find some)
Yeah, hellafumes in the room,one-of-none, yeah, yeah, yeah
[Verse 2]
Highest one (It's lit)
Talkin' that smoke, nigga, might dirty your lungs (Ah), yeah
Eighteen carats in her gums, yeah (Ice)
Said you wan' feel some', put that on your tongue, yeah (Let's go, yeah)
713 that code, 456, I roll (Four-by-)
Four-by-four I swerve, five percent, tint windows (Shit, I swerve, skrrt, skrrt)
Gotta be tens at least, I one v. three these hoes (One v. three)
And they love takin' us up, they scrape it right out of the bowl (Out of the pot)
Got plenty of zaza, we takin' 'em high (Let's go)
He wanna just smoke with La Flame, but don't wanna hotbox (It's lit)
What's in my cup? It's pink, I crush my valentines (Straight up)
Said, ""Do you love me, bae?"" I need to know (Ah)
[Chorus]
Four-by-four, I tint my windows up (Windows up), yeah
Damn, lil' bro, he did it, one-and-done (One-and–, one-and-done), yeah
Out my closet, that shit none-of-none (None-of-none), yeah
That's a vibe, that's a one-of-one (Vibe), yeah
Fill her tongue (Tongue), yeah, make you numb, can you run? Can you come?
Girl, fuck the sun, find the moon, find some fun (Fun)
Yeah, hella fumes in the room, one-of-none (One), yeah, yeah, yeah
[Instrumental Outro]",0,0.0714285714285714,0.554455445544555
2025,"Luther","Kendrick Lamar, SZA","Kendrick Lamar","[Intro]
If this world were mine
[Verse 1: Kendrick Lamar]
Hey, Roman numeral seven, bae, drop it like it's hot
If this world was mine, I'd take your dreams and make 'em multiply
If this world was mine, I'd take your enemies in front of God
Introduce 'em to that light, hit them strictly with that fire
Fah-fah, fah-fah-fah, fah-fah, fah
Hey, Roman numeral seven, bae, drop it like it's hot
If this world was mine, I'd take your dreams and make 'em multiply If this world was mine, I'd take your enemies in front of God
Introduce 'em to that light, hit them strictly with that fire
It's a vibe, do your dance, let 'em watch
She a fan, he a flop, they just wanna kumbaya, nah
[Chorus: SZA,SZA & Kendrick Lamar]
In this world, concrete flowers grow
Heartache, she only doin' what she know
Weekends, get it poppin' on the low
Better days comin' for sure
If this world were—
If it was up to me
I wouldn't give these nobodies no sympathy
I'd take away the pain, I'd give you everything
I just wanna see you win, wanna see
If this world were mine
[Verse 2: Kendrick Lamar & SZA]
It go in (When you), out (Ride it), do it real slow (Slide)
Baby, you a star, strike, pose
When I'm (When you), with you (With me), everything goes (Slow)
Come and (Put that), put that (On my), on my (Titi), soul (Soul)
'Rari (Red), crown (Stack), wrist (Stay), froze (Really)
Drip (Tell me), pound (If you), on the way home (Love me)
[Chorus: Kendrick Lamar & SZA]
In this world, concrete flowers grow
Heartache, she only doin' what she know
Weekends, get it poppin' on the low
Better days comin' for sure
If this world were—
If it was up to me
I wouldn't give these nobodies no sympathy
I'd take away the pain, I'd give you everything
I just wanna see you win, wanna see
If this world were mine
[Verse 3: Kendrick Lamar & SZA]
I can't lie
I trust you, I love you, I won't waste your time
I turn it off just so I can turn you on
I'ma make you say it loud
I'm not even trippin', I won't stress you out
I might even settle down for you, I'ma show you I'm a pro
I'ma take my time and turn it off
Just so I can turn you on, baby
Weekends, get it poppin' on the low
Better days comin' for sure
[Outro: SZA]
I know you're comin' for
Better days
If this world were mine",0,0.08,0.528409090909091
2025,"Nokia","Drake","Drake","[Chorus: Elkan &Drake]
Is it Stacy? (Who's callin' my phone?)Is it Becky? (Who's callin' my phone?)Is it Keisha? (Who's callin' my phone?)Is it Ashley? (Who's callin' my phone?)Was it Dani? (Who's callin' my phone?)Is it PARTY? (Who's callin' my phone?)Where's the function? (Where the fuck the function?)Send the addy (Where the fuck the function?)
[Verse: Drake]
The way I feel right now, I feel like we need to be all alone
So if you just playin' around, you need to tell your girl, ""Take your fine ass home,"" and that's real
Stop teasin' me, yeah, what? Stop teasin' me
I could change your life so easily
I keep beggin' you to stay, but you're leavin' me
Leavin' me, we got sticks in the club illegally
Got the whole 6ix side, they believe in me We got members east of the DVPWe got members west on the 401
We had a lock on the game, but it's more to come
You gotta pop that ass 'til the morning come
You want shots for the girls? Then order some
[Pre-Chorus: Drake]
Who's callin' my phone? (Who's callin' that?)
Who's callin' my phone? (Who's callin' that shit?)Who's callin' my phone? (Who's callin' that shit?)Who's callin' my phone? (Who's callin' that shit?)
Who's callin' my phone? (Who? Who?)
Who's callin' my phone? (Who? Who?)
Who's callin' my phone? (Who? Who?)
Who's callin' my— (Ayy)
[Chorus: Elkan & Drake]
Is it Stacy? (Who's callin' my phone?)Is it Becky? (Who's callin' my phone?)Is it Keisha? (Who's callin' my phone?)Is it Ashley? (Who's callin' my phone?)Was it Dani? (Who's callin' my phone?)Is it PARTY? (Who's callin' my phone?)Where's the function? (Where the fuck the function?)Send the addy (Where the fuck the function?)
[Part II]
[Intro: Elkan]
Baby girl Baby girl Baby girl
[Chorus: Drake & Elkan]
Baby girl
Let me see you do your dance, let me see you twirl
Shakin' ass in the club with your homegirls
Take a pic for the 'Gram, show the whole world (Show the whole world), yeah
Is that your bestie?
I'ma ice both of y'all like Gretzky
I'ma at you like bless me
Hit the dance floor, get nasty, impress me
Baby girl
Let me see you do your dance, let me see you twirl Shakin' ass in the club with your homegirls
Take a pic for the 'Gram, show the whole world (Show the whole world), yeah
Is that your bestie?
I'ma ice both of y'all like Gretzky
I'ma at you like bless me
Hit the dance floor, get nasty, impress me
[Verse: Drake]
Ayy, how many hoes in this club?
Is it just me and you, my love?
I don't mean to call you no ho
I just heard about the things that you do, my love
And you're just like me, if it's true, my love, ayy
You could see right through my love, ayy
I see your waist shrunk, my love, ayy
You got some bass in the trunk, my love, damn
How many hoes in this club?Is it really just me, my love?
You know my dad 'nem pimpin' for real You ever been down to Memphis, Tennessee, my love? Uh
I ain't sayin' I agree, my love
I'm just tellin' you the things that I see, my love
I got drinks, jokes, sex, and cash
Those are four things I can guarantee, my love, ayy
[Chorus: Drake & Elkan]
Baby girl
Let me see you do your dance, let me see you twirl Shakin' ass in the club with your homegirls
Take a pic for the 'Gram, show the whole world (Show the whole world), yeah
Is that your bestie?
I'ma ice both of y'all like Gretzky
I'ma at you like bless me
Hit the dance floor, get nasty, impress me
Baby girl Let me see you do your dance, let me see you twirl Shakin' ass in the club with your homegirls Take a pic for the 'Gram, show the whole world (Show the whole world), yeah
Is that your bestie?
I'ma ice both of y'all like Gretzky
I'ma at you like bless me
Hit the dance floor, get nasty, impress me",0,0.0666666666666667,0.659574468085106
2025,"What Did I Miss?","Drake","Drake","[Chorus]
I don't give a fuck if you love me, I don't give a fuck if you like me
Askin' me, ""How did it feel?"" Can't say it didn't surprise me Last time I looked to my right, you niggas was standing beside me How can some people I love hang around pussies who try me? Let's go
What did I miss?What did I miss?What did I miss?What did I miss?
Let's go, let's go
[Verse 1]
I'm whippin' around on like six hundred acres, let's go, let's go, let's go
You niggas just better not ask for no favors, let's go, let's go, let's go It's love for my brothers and death to a traitor, let's go
She might decide to say no to me now, but say yеs to me later, let's go
Hеr ass is all natty like Florida Gator, let's go
You switched on the guys and supported a hater, let's go What's the get-back for niggas? It's TBDI look at this shit like a BTCCould be down this week, then I'm up next week
[Chorus]
I don't give a fuck if you love me, I don't give a fuck if you like me
Askin' me ""How did it feel?"" Can't say it didn't surprise me Last time I looked to my right, you niggas was standing beside me How can some people I love hang around pussies who try me? Let's go
What did I miss?What did I miss?What did I miss?What did I miss?
Let's go
[Bridge]
Ayy, let's go, let's go
Ayy, ayy, let's go, let's go
Ayy, ayy, let's go
Ayy, let's go, ayy, let's go
[Verse 2]
Yeah, niggas get punched in the face on some TLC shit, on the dead guys Some TLC shit 'cause, my nigga, you gon' need a chilly ice pack for your left eye
I'm back in your city tonight, walkin' around with my head high
I saw bro went to Pop Out with them, but been dick riding gang since ""Headlines""
It feels like nobody's there until you start givin' out two-tones
And nobody cares until they in front of your tombstone Y'all been on that type of timing for too long
Iceman, Tiffany blue stones
I done made plenty shit right out of two wrongs, shit, let's go
[Bridge]
Let's go
Let's go, let's go
Ayy, yeah
Let's go, let's go
Yeah, yeah, let's go
Yeah, let's go, let's go
[Verse 3]
What did I miss?When I was looking at y'all and cooking with y'all And giving out verses and bookings to y'all?Making sure wires were hit, man, what did I miss?When you was all in my crib, liquor and hoes Word for word at all of the shows You always felt like this, man, what did I miss?",11,0.0967741935483871,0.386206896551724
2025,"Evil J0rdan","Playboi Carti","Playboi Carti","[Intro: The Weeknd]
Begging on her knees to be popular
[Verse: Playboi Carti &DJ Swamp Izzo]
First, I go whip out the boat, no, I can't hit on no brakes My life is out of control, I'm tellin' you, nobody safe
I've been livin' my life limbo,my ice, it came with a tray
I'm so high, I gotta hide my face, this not a rockstar phase I'm a emo thug in my faith
Syrup, syrup, syrup, syrup, tell her to go change
Monkey nuts on me, baby, I got on two chains
Roll another blunt and I might motherfuckin' faint
Spin on the block, have a pussy nigga stained
I just put on my boots, I ain't worried 'bout no rain
Put a nigga down, Channel 2 front page
You was just askin' for some change, now you changed?
Yeah, I told you, yeah, about that money, shit get strange
Fully-loaded Jag, hold up, baby, Jordan paid
I put duct tape on my switch, perfect aim
They can't put me in no genre, baby, 'cause I changed the game
We fuckin' on the same ho, but we not the same
Disrespect the 5, I put your ass in the food chain (Swamp Izzo)
Bitch keep callin' my phone, she sayin' Ms. Jackson goin' through her brain (Carti)
We was just outside dancin', movin' off molly, feelin' insane (He's comin')
I fucked the bitch so nasty, we go Sephora, yeah, then we go Pink
She not so fuckin' toxic and she care 'bout what I think She's nothin' like no other bitches, she care 'bout what I drink
I think she's a fling
I think she's a playmaker, she should be on my team She should get her a ring
Shit, it can't be me, but she can be on the team
Diamonds, they come out the water, my sock, it come with a rink
The Wraith came with the chauffeur, the chauffeur ready to take me
[Outro: DJ Swamp Izzo]
I am the music",0,0.037037037037037,0.177304964539007
2025,"Rather Lie","Playboi Carti, The Weeknd","Playboi Carti","[Chorus: The Weeknd &DJ Swamp Izzo]
I'd rather lie than to lose you, girl I'd rather lie than confuse you, girl
Truth is, we lapped them, they want us gone
Truth is, they can't handle me at the top
I'd rather spare you the details, my love
Oh, I'd rather(Wake up, F1LTHY)
I'd rather lie than lose you, I'd rather lie (Swamp Izzo,hahaha)
I'd rather, I'd rather
I'd rather lie than lose you, I'd rather lie
I'd rather, I'd rather
I'd rather lie than lose you
[Verse 1: Playboi Carti]
She wanna fuck, let's make up
Ex got a problеm, tell him say somethin' (Schyeah)
Housе in the hills, we can lay up (Schyeah)
Bae, you could stay, we could play fun
She don't do much, just lie
Anything she want, I can get it done
Hundred thousand racks in the bando (Schyeah)Hundred thousand racks in the bando
She want a break and I get that
She tryna leave, told me she— uh
Said that she leavin', she wanna— uh
I'm off a bean, it's gettin' me— uh
She bend right back then we bool
At the top, we could swim in the pool (Schyeah)
In the penthouse, I'm lovin' on you (Ha)
Said she fuckin', she fuckin' with me, yeah (Ha)
Oh, you know I'd lie to you than lose and break your heart
I'd rather tell you a lie than tell you the truth and leave you stuck(Schyeah)
How you gon' take it this far?
Baby, know that you fuck with a star (Yeah)Baby, know that you fuck with a star (Yeah)
[Chorus: The Weeknd & DJ Swamp Izzo]
I'd rather lie than to lose you, girl
I'd rather lie than confuse you, girl Truth is, we lapped them, they want us gone Truth is, they can't handle me at the top I'd rather spare you the details, my love (Hahaha)Oh, I'd rather I'd rather lie than lose you, I'd rather lie I'd rather
[Verse 2: Playboi Carti]
I'm back on the track gettin' off like this
I'm back on the lean, I'ma talk like this
I'm back on that shit, I'ma walk like this
House got a view, we could fuck like this
Niggas get mad when I talk this shit
Niggas be mad 'cause I offed his bitch (Hol' on)
This nigga mad 'cause I fucked her
Bagged me a cougar, I'm younger I'm diggin' deep like a plunger I took her panties up off her Opposites always attract, how you happy, then get mad? (Schyeah)
But I want you bad and she wanna make up I might just tell you that this true love, give you my kidney
Wrist Philadelphia, mine, I'm spendin'
I'm off the lean and molly at the same damn time, I can't even stay up (What?)
Wrist in the freezer
I'ma crash out 'cause you mine
I'ma pull up, get behind you
All of that ass, let me bite that
Give you my card, tell you, ""Swipe that""
It wasn't you, it's me, it ain't me, it's you I know it's hard to see, but I'd rather lie than lose I'd rather, I'd rather, I'd rather
[Chorus: The Weeknd & DJ Swamp Izzo]
I'd rather lie than to lose you, girl (Swamp Izzo, hahaha)
I'd rather lie than confuse you, girl
Truth is, we lapped them, they want us gone
Truth is, they can't handle me at the top
I'd rather spare you the details, my love
Oh, I'd rather
I'd rather lie than lose you, I'd rather lie (Wake up, F1LTHY)
I'd rather, I'd rather
I'd rather lie than lose you, I'd rather lie
I'd rather, I'd rather
I'd rather lie than lose you",19,0.0677966101694915,0.533333333333333
2025,"All the Way","BigXthaPlug, Bailey Zimmerman","BigXthaPlug","[Chorus: Bailey Zimmerman]
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way
Don't ask for all your things back, cussin' out my name, yeah
Just to go and take back what you say
Burn all the bridges, don't ask forgiveness
Walk away like I'm someone you hate
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way
[Verse 1: Big Xtha Plug]
Ayy, if it's over, it's over, so fuck it
Just don't act like my love wasn't nothin'
Like I wasn't the one you was holdin' at night
Tellin' all of your secrets and huggin'
Guess you right, it's too good to be true
What's the point? All I needed was you
But shit, time after time, all this fussin' and fighting
It's time that you do what you do
And it's cool
Mama said it was fish in the sea, I got lost in the pool
Knew it was comin', I watched how you move
How you turn your back on me and leave me to lose?
Remember the text, how you said that you'd do
Said that you'd never leave, we would fight 'til it's due
But as it went on, I was fightin' for you
Sent a text, it turned green, why the fuck it ain't blue?
Guess you done and I get it
Said you'd stay and you wanted my name and you left, so I'm guessin' that you never meant it
Said you'd try and hold on 'cause the love was so strong, now I'm standing alone this kitchen
Singin' sad songs, but I'm knowin' that this shit don't last long
If you leavin', then leave 'cause your bags gone
But just know, you can never come back home
[Chorus: Bailey Zimmerman]
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way
Don't ask for all your things back, cussin' out my name, yeah
Just to go and take back what you say
Burn all the bridges, don't ask forgiveness
Walk away like I'm someone you hate
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way
[Verse 2: Big Xtha Plug]
Ayy, if you say that you done, ain't no take backs
Said you fell out of love and I hate that
But see me, I was stuck like a drug, really fiendin' for love and somehow, I can't shake back
When you walked out that door, I was hurtin'
All the dreams in my head, you was perfect
You remember the very first time that we chilled and I reached for your hand, where them nerves at?
Time will pass and shit, that's what it do
It be times I be sick, sittin' thinkin' 'bout you
It was death do us part 'til you gave me the blues
Really played my heart, left me lost and confused
Thought this shit was fair game, but you made up the rules
On my heart, left a scar and a bruise
Hope that you can stand on all the shit that you did
'Cause I'm done, yeah, I'm finally through
[Chorus: Bailey Zimmerman]
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way
Don't ask for all your things back, cussin' out my name, yeah
Just to go and take back what you say
Burn all the bridges, don't ask forgiveness
Walk away like I'm someone you hate
Don't let me down easy, if you're gonna leave me
Baby, go and leave me all the way",6,0.1,0.427777777777778
2025,"Gimme a Hug","Drake","Drake","[Verse 1]
Yeah, Drake elimination, fake intimidation
Take a minute, take a deep breath, have a little bit of patience""Drizzy, you amazin', you the inspiration You set the bar for the next generation""
You Neo in the matrix, these niggas just Nemo in the ocean Small fish, making kids feel emotion
Using you for promotion, truer words had never been spoken
Niggas want to see RIP me on a t-shirt like I'm Hulk Hogan
I appreciate the fans rocking with me, this is really just a small token Really fuckin' with a visionary
Only reason I ain't got a girl and I ain't gettin' marriеd'Cause I'm really out herе, filling up the itinerary 'til I'm six feet in a cemetery
Bulletproof doors so heavy, got me rollin' 'round like a dignitary
Funny how it's only bitch niggas that are waiting on the boy's obituary'Cause if I die, it's these niggas that become the sole beneficiary And what the fuck are they gon' do with it?
Have the girls up at 29 on stage twerkin' with a dictionary?
Guilt trips, not Turks trips when it's cold out here in February
'Cause right now, shorty parachuting molly like she flying for the military
This girl face so pretty, I can only think of fuckin' missionary
[Verse 2]
Fuck that, make the beat switch, turn the hoes up, give a million to 'em
Right now, I got so many villas booked, I'm like a villain to 'em
Durk's boy told me ""Marvin's Room"" was his favorite song, he was drilling to it
Thousand niggas rappin' murder shit and like ten niggas that'll really do it
Savage, you the only nigga checkin' on me when we really in some shit, brother
Melyssa Ford, you a legend from the 6ix, hate to see you with a dick-sucker
Shit about to be a lit summer, tell Tony leave the motor runnin'
Tell Mike that the ceiling's too low in Booby, how we supposed to throw a hundred?
Damn They be droppin' shit, but we be droppin' harder shit (Droppin' harder shit)
Fuck a rap beef, I'm tryna get the party lit Tryna get the party lit for the bitches
Them Nike tights is huggin' on that ass like they missed it
What's up?Niggas is hating the boy for sure, the women in love
Walk in the strip club, damn, I missed you hoes, give me a hug Give me a hug, give me a hug, give me a hug, give me a hug
[Verse 3]
Yeah, I know that you work in the club Know that these people might judge But fuck it, you family to us So come over here and give me some love Yeah, give me a hug I miss you hoes, give me a hug Give me a hug, give me a hug What can I say? I miss you girls, I'm stuck in my ways Princess, Gigi, Pooh, Pink, Luxury, y'all gotta come to the stage Yeah, come to the stage and show me some love You know how I'm comin', I'm giving it up The niggas in here ain't spendin' enough
[Outro]
Bae, I miss you I'm talkin' to you, baby, I miss you You, you, you, you, you Yeah",0,0.0357142857142857,0.241071428571429
2025,"Anxiety","Doechii","Doechii","[Verse 1]
Solo, no mojo I bounce back, no pogo
Unhappy, no homo
New brands, no logos
Money on my jugular, natural hustler
Think I need a smuggler up in Russia
You could be my butler, shine my cutla'
Shout out to Oyenda, that's the guzzler
Okay, next thing, my life is a wet dream
I call it a sex scene, the back is a nice tease
I tried to escape, my life is a X-rate
I'm sorry, a sex tape, you only get one take
[Interlude]
Quiet on the set, please Rolling ""Anxiety""In three, two, one
[Refrain]
Anxiety, keep on tryin' me I feel it quietly, tryna silence me, yeah Anxiety, shake it off of me Somebody's watchin' me, it's my anxiety, yeah (Brrah)
[Chorus]
Anxiety, anxiet— oh, I feel it tryin' (Oh)
Keep it tryin', keep it tryin', oh, I feel the silence (Oh)
Keep it quiet, keep it tired, oh, somebody's watchin' me (Ooh, la-da, woah)
Anxiety, anxiet— oh, I feel anxiet— (Oh, oh, oh, oh)
My anxiety, anxiet— oh, I feel it tryin' (It's my anxiety, can't let it conquer me)
Keep it tryin', keep it tryin', oh, I feel the silence (It's my anxiety, gotta shake it off of me)
Keep it quiet, keep it quiet, oh, somebody's watchin' me (It's my anxiety, can't let it caution me)
Anxiety, anxiet— oh, I feel anxiety (It's my anxiety, gotta keep it off of me)
Anxiety, anxiet— oh, I feel it tryin'
Keep it tryin', keep it tryin', oh, I feel the silence
Keep it quiet, keep it quiet, oh, somebody's watchin' me
Anxiety, anxiet— oh, I feel anxiety
[Verse 2]
Court order from Florider What's in that clear blue water?
No limits, no borders What's in that new world order?Marco (Marco) Polo (Polo)
Negro run from po-po (Po-po)That blue light and that rojo (Rojo)
[Interlude]
And it's like I get this tightness in my chest Like an elephant is standing on me And I just let it take over
[Bridge]
Anxiety
Keeps on tryin' me
Anxiety
Keeps on tryin' me, yeah
[Chorus]
Anxiety, anxiet— oh, I feel it tryin' (Ooh)Keep it tryin', keep it tryin', oh, I feel the silence Keep it quiet, keep it quiet, oh, somebody's watchin' me (Oh, it keeps on tryin' me)Anxiety, anxiet— oh, I feel anxiet— (It keeps on tryin', t-tryin', tryin', oh)My anxiety, it's my anxiety, can't shake it off of me (It's my anxiety)It's my anxiety, gotta keep it off of me (Can't shake it off of me)It's my anxiety, can't shake it off of me (Oh, somebody's watchin' me)It's my anxiety, gotta keep it off of me (Brrah)[Outro]
Can't shake it off of me, shake, shake it off of me (Yeah)It's my anxiety, gotta keep it off of me (Yeah)Can't shake it off of me, shake, shake it off of me
It's my anxiety, gotta shake it off of me Me Me",28,0.0555555555555556,0.601990049751244
2025,"30 for 30","SZA, Kendrick Lamar","SZA","[Intro:Bobby De Barge]
I used to think about immature things You know, like Do you love me? Do you want me?Are you gon' call me like you said you would?Is this really your real phone number?
[Chorus: Kendrick Lamar,SZA,Both]
Some of y'all gon' get washed (Washed)Some of y'all just gon' pop shit Some of y'all just gon' talk (Talk)But none of y'all ain't really 'bout shit Some of y'all just look lost (Lost, yeah)
Iget this type of feeling youain'taccustomedto
I swear I'd be at peace if it weren't for you(Yeah, yeah)
Only want your love if it's solid
But if it's fuck me, then fuck you (Huh)
And that's the way I like it
That's the way I like it
And that's the way I like it
Ain't crackin' a smile for none of these bitches
That's the way I like it
I'm wipin' 'em down in front of they nigga
That's the way I like it
I'm thirty for thirty, I'm thirty for thirty, I'm thirty for thirty, I'm thirty for thirty, I'm
[Post-Chorus: SZA]
Chat
Should I fold that bitch, no yoga mat?
Chat
Should I dead that nigga? Don't hit me back
Chat
Should've ran down on you, no questions asked
Chat, chat, they chattin', they chat
[Verse 1: SZA]
When the sun go down, everything make me feel lonely, yeah Had a lil' side thing, but right now, he's just the homie Tryna feel good inside, he never wanna hold me
Pipe me up, you get me hype, you my favorite coach Come press the line
Fucking stress off, that's my only vice
I take it off when he tell me if I'm feelin' fine
I run it up, risk it all like I'm rolling dice
Takin' it all, it's my second life
That's me (That's me)
Passed out in a Maybach seat ('Bach seat)
Crashed out on a black-sand beach (Uh)
Already know my body
Already know that's me
Bitch shit, then you might get minked Mink, mink, mink
Only want the love if it's solid
[Chorus: Kendrick Lamar, SZA, Both]
Some of y'all gon' get washed (Washed)
Some of y'all just gon' pop shit
Some of y'all just gon' talk (Talk)
But none of y'all ain't really 'bout shit
Some of y'all just look lost (Lost, yeah)
I get this type of feeling you ain't accustomed to
I swear I'd be at peace if it weren't for you (Yeah, yeah)
Only want your love if it's solid
But if it's fuck me, then fuck you (Huh)
And that's the way I like it
[Verse 2: Kendrick Lamar & SZA]
Everything been otay (Otay)
They salute me so damn much, every time I show up, nigga about-face
Everything no cut, I fuck y'all up, I'm really gon' trip 'bout bae (Mm-mm)
Blow the '87 guts, why they waitin' on us? Tell 'em I was on PCH
You fuckin' with niggas that's thinkin' they cuter than you, oh
Say you on your cycle, but he on his period too, oh
The tables been turnin' so much, I was thinkin' it's foosball
The tenderness of 'em, mistakin' 'em for some wagyu, oh
Walk, talk like Kenny, like boss
Like Solána, I promise, more buzz, it's a wasp
It's a crater or a spaceship, shut the fuck up, get lost
No favors, I'll wager whatever you worth, I ball
Somethin' about a conservative, regular girl that still can beat a bitch ass
Thorough as fuck, don't need your bitch ass
Psychic as fuck, can read your bitch ass
Zodiac sign, it must be a Gemini moon 'cause, shit, we about to go half
Mistakenly, nobody been in they bag, but how many bodies done been in her bed?
[Chorus: Kendrick Lamar, SZA, Both]
Some of y'all gon' get washed (Washed)
Some of y'all just gon' pop shit
Some of y'all just gon' talk (Talk)
But none of y'all ain't really 'bout shit
Some of y'all just look lost (Lost, yeah)
I get this type of feeling you ain't accustomed to
I swear I'd be at peace if it weren't for you (Yeah, yeah)
Only want your love if it's solid
But if it's fuck me, then fuck you (Huh)
And that's the way I like it
That's the way I like it
That's the way I like it
Ain't crackin' a smile for none of these bitches
That's the way I like it
I'm wipin' 'em down in front of they nigga
That's the way I like it
I'm thirty for thirty, I'm thirty for thirty, I'm thirty for thirty, I'm thirty for thirty, I'm
[Post-Chorus: SZA]
Chat
Should I fold that bitch, no yoga mat?
Chat
Should I dead that nigga, no strings attached?
Chat
Should've ran down on you, no questions asked
Chat, they chattin', they chattin', they chat
[Outro: SZA & Kendrick Lamar]
Chat Do I let him bump his gums or get him whacked?Chat Do I take his head off and wear it for fashion?Chat Do I do my stuff and take it to the max?Chat, they chattin', they chattin', they chat",0,0.0813953488372093,0.524926686217009
